,area_type,location,total_sqft,bath,balcony,price,bhk
7698,Super built-up  Area,Whitefield,877.0,1.0,1.0,59.0,1
7702,Super built-up  Area,Yelachenahalli,1464.0,2.0,3.0,105.0,3
7703,Super built-up  Area,Yelachenahalli,2400.0,1.0,1.0,150.0,2
7704,Super built-up  Area,Yelachenahalli,1700.0,3.0,2.0,130.0,3
7705,Super built-up  Area,Yelachenahalli,1080.0,2.0,2.0,55.0,2
7706,Super built-up  Area,Yelachenahalli,1400.0,2.0,3.0,78.0,2
7707,Super built-up  Area,Yelachenahalli,1330.0,3.0,3.0,73.5,3
7708,Super built-up  Area,Yelachenahalli,800.0,1.0,1.0,30.0,2
7709,Super built-up  Area,Yelachenahalli,1100.0,2.0,2.0,60.0,2
7710,Super built-up  Area,Yelachenahalli,1365.0,2.0,1.0,72.0,3
7711,Built-up  Area,Yelachenahalli,1103.0,2.0,2.0,55.0,2
7712,Super built-up  Area,Yelachenahalli,1000.0,2.0,2.0,50.0,2
7714,Super built-up  Area,Yelahanka,1326.0,2.0,2.0,78.0,2
7721,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,95.0,3
7722,Super built-up  Area,Yelahanka,1234.0,2.0,2.0,80.0,2
7723,Super built-up  Area,Yelahanka,1315.0,2.0,2.0,85.0,2
7724,Super built-up  Area,Yelahanka,1170.0,2.0,1.0,62.5,2
7726,Super built-up  Area,Yelahanka,697.0,1.0,0.0,45.0,1
7729,Built-up  Area,Yelahanka,2195.0,4.0,2.0,127.0,3
7731,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3
7733,Super built-up  Area,Yelahanka,628.0,1.0,1.0,24.0,1
7736,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.4,1
7744,Super built-up  Area,Yelahanka,1825.0,3.0,1.0,105.0,3
7745,Super built-up  Area,Yelahanka,1603.0,3.0,2.0,96.0,3
7746,Super built-up  Area,Yelahanka,1304.0,2.0,1.0,79.0,2
7752,Super built-up  Area,Yelahanka,1517.0,3.0,2.0,76.3,3
7756,Super built-up  Area,Yelahanka,1327.0,2.0,3.0,85.0,2
7759,Super built-up  Area,Yelahanka,1566.0,3.0,2.0,97.0,3
7761,Super built-up  Area,Yelahanka,1270.0,2.0,2.0,78.0,2
7762,Super built-up  Area,Yelahanka,1400.0,2.0,2.0,80.54,3
7764,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,86.0,2
7765,Super built-up  Area,Yelahanka,1100.0,2.0,1.0,70.0,2
7766,Plot  Area,Yelahanka,1200.0,2.0,1.0,70.0,2
7768,Built-up  Area,Yelahanka,4000.0,5.0,2.0,220.0,5
7769,Plot  Area,Yelahanka,2675.0,4.0,2.0,140.0,4
7771,Super built-up  Area,Yelahanka,654.0,1.0,1.0,37.0,1
7772,Built-up  Area,Yelahanka,1465.0,3.0,2.0,80.01,3
7776,Super built-up  Area,Yelahanka,1692.0,3.0,2.0,83.0,3
7781,Super built-up  Area,Yelahanka,2145.0,3.0,3.0,125.0,3
7783,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,75.0,2
7786,Super built-up  Area,Yelahanka,602.0,1.0,1.0,26.0,1
7787,Super built-up  Area,Yelahanka,1100.0,2.0,1.0,60.0,2
7788,Super built-up  Area,Yelahanka,1614.0,2.0,1.0,100.0,3
7789,Super built-up  Area,Yelahanka,1890.0,3.0,2.0,108.0,3
7790,Super built-up  Area,Yelahanka,1556.0,3.0,2.0,86.0,3
7791,Super built-up  Area,Yelahanka,1610.0,4.0,2.0,85.0,3
7797,Super built-up  Area,Yelahanka,1859.0,3.0,1.0,108.0,3
7799,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,80.0,2
7802,Super built-up  Area,Yelahanka,2600.0,4.0,3.0,175.0,4
7803,Super built-up  Area,Yelahanka,1305.0,2.0,1.0,78.0,2
7805,Super built-up  Area,Yelahanka,1711.0,3.0,3.0,85.61,3
7806,Built-up  Area,Yelahanka,1315.0,2.0,3.0,75.0,2
7807,Built-up  Area,Yelahanka,3600.0,6.0,1.0,200.0,6
7809,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3
7810,Built-up  Area,Yelahanka,1650.0,3.0,3.0,105.0,3
7815,Built-up  Area,Yelahanka,3990.0,4.0,1.0,260.0,4
7816,Built-up  Area,Yelahanka,1620.0,3.0,2.0,90.0,3
7817,Super built-up  Area,Yelahanka,654.0,1.0,1.0,36.25,1
7818,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,93.0,3
7819,Super built-up  Area,Yelahanka,694.0,1.0,0.0,30.84,1
7820,Super built-up  Area,Yelahanka,1115.0,2.0,2.0,60.0,2
7821,Super built-up  Area,Yelahanka,2317.0,4.0,3.0,140.0,3
7822,Super built-up  Area,Yelahanka,1653.0,3.0,3.0,93.0,3
7823,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.0,1
7825,Super built-up  Area,Yelahanka,1445.0,2.0,2.0,82.0,2
7827,Super built-up  Area,Yelahanka,602.0,1.0,1.0,38.0,1
7828,Super built-up  Area,Yelahanka,697.0,1.0,1.0,35.0,1
7830,Super built-up  Area,Yelahanka,682.0,1.0,1.0,36.23,1
7832,Built-up  Area,Yelahanka,1560.0,2.0,2.0,98.0,3
7833,Super built-up  Area,Yelahanka,1780.0,3.0,2.0,107.0,3
7834,Built-up  Area,Yelahanka,1342.0,2.0,2.0,75.0,3
7835,Super built-up  Area,Yelahanka,1823.0,3.0,2.0,103.0,3
7836,Super built-up  Area,Yelahanka,1792.0,3.0,1.0,104.0,3
7837,Super built-up  Area,Yelahanka,1304.0,2.0,1.0,69.97,2
7840,Super built-up  Area,Yelahanka,1300.0,2.0,2.0,69.23,2
7841,Super built-up  Area,Yelahanka,1705.0,3.0,1.0,91.0,3
7843,Super built-up  Area,Yelahanka,1835.0,3.0,1.0,108.0,3
7844,Built-up  Area,Yelahanka,1847.0,3.0,3.0,92.0,3
7846,Super built-up  Area,Yelahanka,1890.0,3.0,2.0,109.0,3
7847,Super built-up  Area,Yelahanka,700.0,1.0,1.0,38.0,1
7848,Super built-up  Area,Yelahanka,1491.0,3.0,2.0,85.0,3
7849,Built-up  Area,Yelahanka,2088.0,5.0,0.0,110.0,4
7852,Super built-up  Area,Yelahanka,3019.0,6.0,2.0,190.0,4
7854,Super built-up  Area,Yelahanka,1600.0,3.0,3.0,100.0,3
7858,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,85.0,3
7859,Built-up  Area,Yelahanka,1350.0,2.0,3.0,85.0,3
7860,Built-up  Area,Yelahanka,1633.0,3.0,2.0,110.0,3
7861,Super built-up  Area,Yelahanka,827.5,1.0,0.0,42.535,1
7863,Super built-up  Area,Yelahanka,1355.0,2.0,3.0,75.0,3
7866,Super built-up  Area,Yelahanka,1104.0,2.0,2.0,58.0,2
7868,Super built-up  Area,Yelahanka,1175.0,2.0,1.0,67.77,2
7869,Super built-up  Area,Yelahanka,1322.0,2.0,1.0,77.9,2
7870,Built-up  Area,Yelahanka,602.0,1.0,1.0,33.0,1
7871,Super built-up  Area,Yelahanka,1315.0,2.0,3.0,77.0,2
7874,Built-up  Area,Yelahanka,567.0,1.0,1.0,25.0,1
7876,Super built-up  Area,Yelahanka,602.0,2.0,1.0,30.0,1
7878,Super built-up  Area,Yelahanka,1234.0,2.0,2.0,80.0,2
7881,Super built-up  Area,Yelahanka,1267.0,3.0,1.0,78.0,2
7882,Super built-up  Area,Yelahanka,1360.0,2.0,1.0,78.19,2
7884,Built-up  Area,Yelahanka New Town,650.0,1.0,2.0,33.0,1
7885,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,20.0,1
7886,Super built-up  Area,Yelahanka New Town,440.0,1.0,1.0,16.5,1
7887,Super built-up  Area,Yelahanka New Town,1610.0,3.0,2.0,92.0,3
7888,Super built-up  Area,Yelahanka New Town,1700.0,3.0,2.0,90.0,3
7889,Super built-up  Area,Yelahanka New Town,650.0,1.0,1.0,20.0,1
7890,Built-up  Area,Yelahanka New Town,350.0,1.0,1.0,13.5,1
7892,Super built-up  Area,Yelahanka New Town,1385.0,2.0,3.0,65.0,2
7893,Super built-up  Area,Yelahanka New Town,500.0,2.0,1.0,24.0,1
7894,Built-up  Area,Yelahanka New Town,650.0,1.0,1.0,17.0,1
7895,Built-up  Area,Yelahanka New Town,450.0,1.0,0.0,16.0,1
7897,Super built-up  Area,Yelahanka New Town,960.0,2.0,2.0,50.0,2
7899,Built-up  Area,Yelahanka New Town,1209.0,2.0,3.0,65.0,3
7900,Super built-up  Area,Yelahanka New Town,1400.0,2.0,2.0,80.0,3
7901,Super built-up  Area,Yelahanka New Town,450.0,1.0,1.0,15.0,1
7902,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,18.0,1
7903,Super built-up  Area,Yelahanka New Town,1420.0,2.0,1.0,75.0,3
7905,Plot  Area,Yelahanka New Town,2200.0,2.0,0.0,180.0,2
7906,Built-up  Area,Yelahanka New Town,488.0,1.0,1.0,20.0,1
7907,Super built-up  Area,Yelahanka New Town,1100.0,2.0,1.0,58.0,2
7910,Built-up  Area,Yelahanka New Town,1000.0,2.0,1.0,44.0,2
7911,Super built-up  Area,Yelahanka New Town,650.0,1.0,1.0,18.0,1
7913,Plot  Area,Yelahanka New Town,1740.0,3.0,2.0,150.0,3
7914,Built-up  Area,Yelahanka New Town,1290.0,2.0,2.0,70.0,2
7916,Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2
7917,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2
7919,Super built-up  Area,Yelenahalli,1260.0,2.0,2.0,47.88,2
7921,Super built-up  Area,Yelenahalli,1175.0,2.0,2.0,50.0,2
7922,Super built-up  Area,Yelenahalli,1650.0,3.0,3.0,68.0,3
7923,Super built-up  Area,Yelenahalli,1200.0,2.0,2.0,45.6,2
7924,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2
7925,Super built-up  Area,Yelenahalli,1160.0,2.0,2.0,44.08,2
7927,Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3
7928,Super built-up  Area,Yeshwanthpur,667.0,1.0,1.0,36.85,1
7929,Super built-up  Area,Yeshwanthpur,1950.0,4.0,0.0,130.0,4
7931,Super built-up  Area,Yeshwanthpur,665.0,1.0,1.0,36.85,1
7935,Super built-up  Area,Yeshwanthpur,671.0,1.0,1.0,36.85,1
7936,Super built-up  Area,Yeshwanthpur,1277.5,2.0,0.0,95.815,2
7937,Super built-up  Area,Yeshwanthpur,668.0,1.0,1.0,36.85,1
7938,Super built-up  Area,Yeshwanthpur,1185.0,2.0,2.0,75.84,2
7939,Super built-up  Area,Yeshwanthpur,1195.0,2.0,2.0,100.0,2
7940,Super built-up  Area,Yeshwanthpur,1313.0,3.0,1.0,96.0,3
7941,Super built-up  Area,Yeshwanthpur,1400.0,2.0,2.0,100.0,2
7944,Super built-up  Area,Yeshwanthpur,673.0,1.0,1.0,36.85,1
7945,Super built-up  Area,Yeshwanthpur,717.0,2.0,0.0,49.475,2
7948,Super built-up  Area,Yeshwanthpur,605.0,1.0,0.0,41.745,1
7950,Super built-up  Area,Yeshwanthpur,669.0,1.0,1.0,36.85,1
7952,Built-up  Area,Yeshwanthpur,3027.0,4.0,3.0,260.0,3
7955,Super built-up  Area,Yeshwanthpur,670.0,1.0,1.0,36.85,1
7958,Super built-up  Area,Yeshwanthpur,1240.0,2.0,2.0,80.0,2
7959,Super built-up  Area,Yeshwanthpur,1713.0,3.0,2.0,110.0,3
7960,Super built-up  Area,Yeshwanthpur,1144.0,2.0,2.0,67.0,2
7961,Super built-up  Area,Yeshwanthpur,1541.0,2.0,2.0,130.0,2
7963,Plot  Area,Yeshwanthpur,1362.0,2.0,0.0,100.0,2
7964,Super built-up  Area,Yeshwanthpur,666.0,1.0,1.0,36.8,1
7965,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
7967,Super built-up  Area,Yeshwanthpur,1165.0,2.0,1.0,85.0,2
7970,Super built-up  Area,Yeshwanthpur,1825.0,3.0,2.0,145.0,3
7972,Super built-up  Area,Yeshwanthpur,994.0,2.0,0.0,54.67,1
7973,Built-up  Area,Yeshwanthpur,650.0,1.0,0.0,40.0,1
7974,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3
7975,Super built-up  Area,Yeshwanthpur,1500.0,3.0,1.0,100.0,3
7980,Super built-up  Area,Yeshwanthpur,674.0,1.0,1.0,36.85,1
7982,Super built-up  Area,Yeshwanthpur,672.0,1.0,1.0,36.85,1
7985,Super built-up  Area,Yeshwanthpur,1195.0,2.0,2.0,100.0,2
7986,Super built-up  Area,Yeshwanthpur,1692.0,3.0,3.0,108.0,3
7988,Built-up  Area,Yeshwanthpur,2500.0,5.0,2.0,185.0,6
7993,Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,135.0,3
7994,Super built-up  Area,Yeshwanthpur,1876.0,3.0,3.0,160.0,3
7996,Super built-up  Area,other,2770.0,4.0,2.0,290.0,3
7999,Super built-up  Area,other,600.0,1.0,0.0,38.0,1
8002,Super built-up  Area,other,1500.0,2.0,2.0,185.0,2
8003,Super built-up  Area,other,840.0,2.0,2.0,45.0,2
8004,Plot  Area,other,4395.0,3.0,2.0,240.0,3
8005,Super built-up  Area,other,845.0,2.0,1.0,55.0,2
8006,Built-up  Area,other,2511.0,3.0,3.0,205.0,3
8007,Super built-up  Area,other,1660.0,2.0,2.0,105.0,3
8009,Built-up  Area,other,1200.0,2.0,1.0,65.0,2
8010,Built-up  Area,other,1200.0,3.0,1.0,90.0,3
8014,Built-up  Area,other,782.0,2.0,2.0,55.68,2
8015,Super built-up  Area,other,1800.0,3.0,3.0,120.0,3
8016,Super built-up  Area,other,1413.0,2.0,2.0,75.0,3
8017,Super built-up  Area,other,945.0,2.0,1.0,54.0,2
8018,Built-up  Area,other,1870.0,3.0,3.0,110.0,3
8019,Super built-up  Area,other,1260.0,2.0,2.0,85.05,3
8021,Super built-up  Area,other,2795.0,4.0,2.0,235.0,3
8023,Super built-up  Area,other,1904.0,3.0,1.0,150.0,3
8024,Super built-up  Area,other,2000.0,3.0,1.0,175.0,3
8027,Plot  Area,other,1500.0,3.0,2.0,100.0,3
8029,Built-up  Area,other,1783.0,3.0,1.0,115.0,3
8030,Super built-up  Area,other,912.0,2.0,1.0,70.0,3
8033,Super built-up  Area,other,1580.0,3.0,3.0,100.0,3
8034,Super built-up  Area,other,1415.0,3.0,3.0,78.0,3
8036,Super built-up  Area,other,2405.0,4.0,2.0,260.0,3
8037,Plot  Area,other,1500.0,2.0,1.0,115.0,2
8042,Built-up  Area,other,1060.0,2.0,2.0,60.0,2
8043,Plot  Area,other,2600.0,8.0,2.0,180.0,8
8045,Super built-up  Area,other,1285.0,2.0,3.0,72.5,2
8046,Plot  Area,other,4050.0,3.0,2.0,280.0,3
8049,Built-up  Area,other,1280.0,2.0,1.0,69.0,2
8050,Super built-up  Area,other,3045.0,3.0,2.0,170.0,3
8053,Plot  Area,other,900.0,2.0,1.0,110.0,2
8058,Super built-up  Area,other,1560.0,3.0,3.0,115.0,3
8061,Plot  Area,other,1200.0,4.0,3.0,165.0,4
8063,Built-up  Area,other,1645.0,3.0,2.0,95.0,3
8064,Plot  Area,other,1200.0,2.0,0.0,79.0,2
8066,Plot  Area,other,1350.0,2.0,0.0,140.0,3
8067,Super built-up  Area,other,1800.0,3.0,0.0,150.0,3
8069,Super built-up  Area,other,1762.0,3.0,1.0,125.0,3
8071,Super built-up  Area,other,1200.0,3.0,0.0,90.0,3
8072,Super built-up  Area,other,2023.71,3.0,2.0,275.0,3
8078,Super built-up  Area,other,2150.0,4.0,2.0,240.0,3
8081,Built-up  Area,other,3309.0,4.0,3.0,325.0,4
8082,Super built-up  Area,other,5000.0,9.0,3.0,360.0,11
8084,Super built-up  Area,other,1150.0,2.0,2.0,126.0,2
8087,Super built-up  Area,other,1200.0,2.0,1.0,74.0,2
8090,Super built-up  Area,other,1753.0,3.0,2.0,120.0,3
8092,Plot  Area,other,720.0,2.0,1.0,45.0,2
8095,Plot  Area,other,1200.0,3.0,1.0,165.0,4
8096,Built-up  Area,other,700.0,1.0,0.0,41.0,1
8098,Built-up  Area,other,1595.0,3.0,2.0,115.0,3
8099,Super built-up  Area,other,1353.0,2.0,2.0,110.0,2
8100,Built-up  Area,other,1200.0,2.0,0.0,85.0,1
8103,Built-up  Area,other,1325.0,2.0,1.0,90.0,3
8106,Super built-up  Area,other,1056.0,2.0,1.0,80.0,2
8109,Super built-up  Area,other,1544.0,3.0,2.0,120.0,3
8110,Plot  Area,other,1200.0,2.0,0.0,65.0,2
8111,Built-up  Area,other,540.0,1.0,1.0,36.0,1
8112,Super built-up  Area,other,1578.0,3.0,1.0,180.0,3
8114,Plot  Area,other,1600.0,2.0,0.0,115.0,2
8115,Super built-up  Area,other,416.0,1.0,1.0,18.5,1
8118,Built-up  Area,other,834.0,1.0,1.0,60.0,1
8119,Plot  Area,other,1125.0,4.0,1.0,70.0,3
8120,Super built-up  Area,other,3000.0,5.0,2.0,260.0,4
8121,Plot  Area,other,2160.0,5.0,1.0,250.0,6
8123,Super built-up  Area,other,469.0,1.0,0.0,25.0,1
8128,Super built-up  Area,other,1630.0,2.0,2.0,200.0,2
8130,Built-up  Area,other,1200.0,2.0,0.0,70.0,3
8131,Super built-up  Area,other,1350.0,3.0,0.0,77.0,3
8132,Built-up  Area,other,4046.0,4.0,0.0,445.0,4
8133,Super built-up  Area,other,1180.0,2.0,2.0,78.34,3
8134,Super built-up  Area,other,1355.0,2.0,2.0,115.0,2
8135,Plot  Area,other,600.0,1.0,0.0,50.0,1
8136,Super built-up  Area,other,1875.0,3.0,2.0,165.0,3
8137,Plot  Area,other,600.0,2.0,1.0,55.0,2
8140,Super built-up  Area,other,1750.0,3.0,1.0,120.0,3
8143,Plot  Area,other,1092.0,2.0,1.0,98.5,3
8146,Super built-up  Area,other,1855.0,3.0,1.0,225.0,3
8150,Built-up  Area,other,425.0,1.0,0.0,20.03,1
8152,Plot  Area,other,600.0,1.0,1.0,60.0,1
8153,Super built-up  Area,other,1468.0,2.0,1.0,140.0,2
8154,Plot  Area,other,4300.0,5.0,2.0,550.0,4
8156,Super built-up  Area,other,775.0,2.0,1.0,55.0,2
8159,Super built-up  Area,other,1352.0,3.0,0.0,135.0,3
8161,Plot  Area,other,1200.0,3.0,2.0,95.0,4
8162,Super built-up  Area,other,1976.0,3.0,1.0,184.0,3
8163,Plot  Area,other,5500.0,4.0,2.0,600.0,4
8164,Plot  Area,other,1200.0,3.0,0.0,95.0,3
8167,Super built-up  Area,other,1180.0,2.0,1.0,69.0,2
8168,Super built-up  Area,other,686.0,1.0,1.0,17.0,1
8170,Built-up  Area,other,1500.0,4.0,2.0,180.0,4
8172,Super built-up  Area,other,1282.0,2.0,2.0,87.0,2
8174,Built-up  Area,other,1500.0,2.0,2.0,95.0,3
8175,Super built-up  Area,other,1300.0,1.0,1.0,115.0,2
8176,Built-up  Area,other,530.0,1.0,1.0,20.0,1
8177,Super built-up  Area,other,1350.0,2.0,3.0,80.0,2
8179,Plot  Area,other,2400.0,6.0,3.0,125.0,8
8181,Super built-up  Area,other,1141.0,2.0,0.0,62.0,2
8184,Super built-up  Area,other,950.0,1.0,1.0,40.0,1
8191,Built-up  Area,other,1480.0,3.0,2.0,90.0,3
8192,Super built-up  Area,other,1600.0,3.0,3.0,90.0,3
8193,Plot  Area,other,1200.0,4.0,0.0,135.0,4
8195,Plot  Area,other,1500.0,3.0,2.0,115.0,3
8196,Super built-up  Area,other,1824.0,3.0,3.0,125.0,3
8197,Plot  Area,other,750.0,1.0,0.0,56.25,1
8204,Plot  Area,other,6000.0,5.0,3.0,400.0,4
8205,Built-up  Area,other,2400.0,3.0,2.0,170.0,3
8207,Super built-up  Area,other,1500.0,2.0,2.0,98.0,3
8208,Super built-up  Area,other,3095.0,3.0,3.0,350.0,3
8210,Plot  Area,other,1200.0,1.0,1.0,28.0,1
8211,Plot  Area,other,1500.0,3.0,3.0,100.0,3
8213,Plot  Area,other,1560.0,5.0,1.0,145.0,5
8215,Super built-up  Area,other,1560.0,3.0,1.0,188.0,3
8218,Super built-up  Area,other,485.0,1.0,1.0,15.0,1
8224,Plot  Area,other,1200.0,3.0,1.0,130.0,3
8225,Super built-up  Area,other,1050.0,2.0,1.0,67.0,2
8226,Super built-up  Area,other,1596.0,3.0,1.0,105.0,3
8230,Plot  Area,other,1200.0,3.0,1.0,85.0,3
8231,Built-up  Area,other,1132.0,2.0,1.0,67.0,2
8233,Super built-up  Area,other,1515.0,3.0,3.0,88.0,3
8236,Super built-up  Area,other,1380.0,2.0,1.0,80.0,2
8239,Built-up  Area,other,4346.0,5.0,2.0,500.0,4
8241,Super built-up  Area,other,2200.0,3.0,2.0,187.0,3
8242,Built-up  Area,other,3329.0,3.0,2.0,330.0,3
8243,Plot  Area,other,3600.0,4.0,2.0,300.0,4
8244,Super built-up  Area,other,3500.0,3.0,3.0,450.0,4
8246,Super built-up  Area,other,1093.0,2.0,2.0,65.0,2
8248,Carpet  Area,other,1535.0,3.0,1.0,95.0,3
8250,Super built-up  Area,other,1100.0,2.0,1.0,62.7,2
8253,Super built-up  Area,other,2197.0,4.0,3.0,280.0,3
8255,Built-up  Area,other,1100.0,2.0,1.0,60.0,2
8256,Plot  Area,other,1600.0,3.0,1.0,172.0,4
8257,Built-up  Area,other,1450.0,2.0,2.0,85.0,3
8258,Built-up  Area,other,2000.0,3.0,1.0,166.0,4
8262,Built-up  Area,other,1756.0,3.0,3.0,100.0,3
8263,Super built-up  Area,other,1532.0,3.0,3.0,92.0,3
8264,Built-up  Area,other,1650.0,3.0,0.0,110.0,3
8265,Built-up  Area,other,1200.0,2.0,2.0,66.0,2
8267,Super built-up  Area,other,1525.0,2.0,3.0,122.0,3
8271,Plot  Area,other,2400.0,3.0,2.0,200.0,4
8272,Built-up  Area,other,1000.0,2.0,1.0,130.0,2
8274,Plot  Area,other,3040.0,1.0,1.0,180.0,2
8276,Super built-up  Area,other,1390.0,3.0,1.0,120.0,3
8278,Super built-up  Area,other,1135.0,2.0,2.0,68.0,2
8279,Super built-up  Area,other,900.0,2.0,1.0,55.0,2
8283,Super built-up  Area,other,2500.0,3.0,1.0,250.0,3
8287,Super built-up  Area,other,1269.72,2.0,2.0,68.0,2
8288,Plot  Area,other,1168.0,3.0,0.0,70.0,3
8290,Plot  Area,other,2100.0,4.0,2.0,155.0,4
8292,Super built-up  Area,other,1515.0,3.0,3.0,93.93,3
8297,Built-up  Area,other,2700.0,4.0,2.0,214.0,6
8298,Super built-up  Area,other,2000.0,3.0,2.0,210.0,3
8299,Plot  Area,other,2400.0,4.0,1.0,300.0,5
8300,Super built-up  Area,other,1760.0,3.0,3.0,176.0,3
8301,Built-up  Area,other,595.0,1.0,1.0,42.0,1
8306,Built-up  Area,other,1170.0,2.0,2.0,86.0,2
8307,Plot  Area,other,2200.0,4.0,3.0,235.0,4
8315,Carpet  Area,other,1650.0,3.0,3.0,175.0,3
8317,Super built-up  Area,other,1670.0,3.0,3.0,91.86,3
8321,Built-up  Area,other,1250.0,2.0,1.0,80.0,3
8322,Plot  Area,other,1650.0,4.0,2.0,160.0,3
8323,Super built-up  Area,other,800.0,2.0,3.0,50.0,2
8324,Super built-up  Area,other,1225.0,2.0,2.0,150.0,2
8326,Super built-up  Area,other,3675.0,4.0,3.0,367.0,4
8327,Plot  Area,other,1200.0,2.0,2.0,150.0,2
8330,Plot  Area,other,1350.0,2.0,1.0,80.0,2
8332,Super built-up  Area,other,1614.0,3.0,1.0,110.0,3
8333,Super built-up  Area,other,1188.0,2.0,3.0,73.0,2
8334,Super built-up  Area,other,1480.0,3.0,2.0,90.0,3
8335,Plot  Area,other,680.0,2.0,0.0,42.0,2
8338,Built-up  Area,other,955.0,2.0,3.0,53.55,2
8340,Super built-up  Area,other,2479.13,3.0,1.0,215.0,3
8341,Built-up  Area,other,1100.0,2.0,0.0,106.0,2
8344,Super built-up  Area,other,1925.0,3.0,2.0,120.0,3
8345,Super built-up  Area,other,650.0,1.0,1.0,26.0,1
8347,Super built-up  Area,other,2000.0,3.0,3.0,207.0,3
8348,Plot  Area,other,1050.0,2.0,0.0,110.0,2
8350,Super built-up  Area,other,2204.0,2.0,3.0,305.0,3
8356,Built-up  Area,other,1685.0,2.0,1.0,110.0,3
8358,Super built-up  Area,other,1550.0,3.0,3.0,110.0,3
8359,Built-up  Area,other,500.0,1.0,0.0,20.0,1
8361,Super built-up  Area,other,3155.0,4.0,2.0,370.0,3
8362,Super built-up  Area,other,1765.0,3.0,3.0,105.0,3
8363,Super built-up  Area,other,1265.0,2.0,3.0,70.0,2
8364,Built-up  Area,other,1012.0,2.0,1.0,59.0,2
8365,Super built-up  Area,other,2045.0,4.0,3.0,154.0,3
8367,Plot  Area,other,2400.0,4.0,2.0,280.0,6
8368,Super built-up  Area,other,581.91,2.0,1.0,25.0,1
8369,Plot  Area,other,1158.0,2.0,2.0,85.0,3
8370,Super built-up  Area,other,925.0,2.0,2.0,51.0,2
8371,Built-up  Area,other,1415.0,2.0,3.0,110.0,2
8374,Super built-up  Area,other,4750.0,5.0,2.0,600.0,4
8375,Super built-up  Area,other,1840.0,3.0,2.0,155.0,3
8376,Plot  Area,other,1350.0,2.0,1.0,185.0,2
8377,Built-up  Area,other,824.0,2.0,0.0,60.0,2
8378,Super built-up  Area,other,1340.0,2.0,1.0,100.0,3
8379,Built-up  Area,other,1620.0,2.0,1.0,110.0,3
8380,Built-up  Area,other,1533.0,3.0,2.0,115.0,3
8381,Built-up  Area,other,1560.0,3.0,2.0,85.0,3
8383,Super built-up  Area,other,750.0,1.0,2.0,25.0,1
8384,Super built-up  Area,other,1375.0,2.0,3.0,85.0,3
8391,Built-up  Area,other,1500.0,3.0,2.0,88.0,3
8393,Super built-up  Area,other,1140.0,2.0,1.0,76.0,2
8394,Super built-up  Area,other,1198.0,2.0,1.0,84.0,2
8395,Built-up  Area,other,4000.0,4.0,1.0,520.0,4
8397,Built-up  Area,other,1370.0,2.0,2.0,75.0,2
8401,Super built-up  Area,other,1000.0,1.0,1.0,55.0,2
8402,Plot  Area,other,1200.0,2.0,2.0,125.0,2
8406,Built-up  Area,other,1050.0,1.0,1.0,70.0,1
8407,Plot  Area,other,1200.0,2.0,0.0,80.0,3
8415,Built-up  Area,other,400.0,1.0,0.0,14.0,1
8417,Plot  Area,other,1575.0,4.0,0.0,150.0,5
8419,Built-up  Area,other,4800.0,5.0,3.0,629.0,4
8420,Super built-up  Area,other,1200.0,2.0,2.0,70.0,2
8422,Super built-up  Area,other,1100.0,2.0,1.0,60.0,2
8424,Super built-up  Area,other,1300.0,2.0,1.0,79.0,2
8426,Super built-up  Area,other,3500.0,4.0,3.0,350.0,4
8428,Built-up  Area,other,1000.0,2.0,0.0,110.0,3
8435,Built-up  Area,other,2400.0,3.0,1.0,260.0,3
8436,Super built-up  Area,other,1533.0,3.0,2.0,85.0,3
8439,Super built-up  Area,other,1452.55,2.0,3.0,110.0,2
8440,Built-up  Area,other,2357.0,3.0,2.0,151.0,3
8441,Super built-up  Area,other,1170.0,2.0,3.0,105.0,2
8442,Super built-up  Area,other,1411.0,3.0,2.0,91.72,3
8444,Super built-up  Area,other,3095.0,3.0,3.0,375.0,3
8446,Plot  Area,other,1100.0,3.0,1.0,78.0,3
8448,Super built-up  Area,other,3600.0,4.0,2.0,365.0,4
8451,Built-up  Area,other,1945.0,3.0,3.0,120.0,3
8453,Super built-up  Area,other,1650.0,3.0,1.0,165.0,3
8454,Plot  Area,other,1550.0,2.0,1.0,150.0,3
8456,Built-up  Area,other,1150.0,2.0,1.0,75.0,3
